X,Y
5X,15053
 H,8705
>k,185210
jX,30953
xi,359204
D(,19409
I*,20915
Du,203240
Na,22580
E),19712
~~,377267
c<,28769
6N,15323
l ,31385
;`,16877
B>,18875
v{,353258
Xt,263237
V>,24875
Nm,233216
Ke,224192
+R,12035
/j,140207
N1,22436
=(,17309
R{,245258
 +,8618
|S,36338
U8,24557
NW,22550
s*,33515
5k,158210
7<,15569
"""@",9281
-G,12602
Qe,242192
 r,95231
Ih,218201
Hc,20786
l.,31427
68,15257
Y=,25772
NN,22523
j/,30830
N*,22415
<{,179258
`:,27863
49,14660
Zj,269207
(%,11000
4P,14729
rV,33347
`-,27824
=%,17300
_=,27572
1;,13766
o%,32300
<T,17141
#o,104222
^%,27200
Ze,269192
dc,29186
{5,35948
q[,33062
mE,31796
|A,36284
2E,14096
a1,28136
J=,21272
pt,335237
 k,95210
PR,23135
W9,25160
q`,33077
rE,33296
"!,",8921
3B,14387
(1,11036
 _,8774
=h,182201
3F,14399
Qc,23486
DS,19538
",A",12284
Ez,206255
-v,134243
n2,32039
!N,9023
'F,10799
A',18506
L ,21785
(D,11093
q',32906
:|,173261
",}",131264
.*,12815
jB,30887
cW,28850
/A,13184
9E,16196
Wr,260231
(f,119195
@*,18215
'q,116228
Hy,215252
~q,377228
:@,16481
?e,188192
|>,36275
E|,206261
P>,23075
gN,30023
63,15242
":,",16421
Q#,23294
Wa,25280
?K,18014
-N,12623
e<,29369
`r,287231
/L,13217
@S,18338
.+,12818
^w,281246
+_,12074
S&,23903
s9,33560
{F,35999
HJ,20711
AD,18593
"y""",35291
h$,30197
6#,15194
Z=,26072
<u,179240
\#,26594
K=,21572
"0""",13391
( ,10985
Q?,23378
^y,281252
en,302219
}4,36545
/*,13115
"""w",101246
'/,10730
PM,23120
 `,8777
v$,34397
}=,36572
U|,254261
)Q,11432
Cf,200195
Y?,25778
~r,377231
W+,25118
*I,11708
Z8,26057
A',18506
g;,29966
>K,17714
gB,29987
*:,11663
;@,16781
o=,32372
?g,188198
$R,9935
fT,29741
Ex,206249
ju,317240
V1,24836
Q9,23360
vx,353249
[7,26354
Hi,215204
6(,15209
"""&",9203
~j,377207
%2,10139
ZN,26123
}6,36551
j},317264
t<,33869
-g,134198
-q,134228
(m,119216
ag,290198
37,14354
yu,362240
Q_,23474
xq,359228
'x,116249
[a,26480
rr,341231
a<,28169
@|,191261
(2,11039
w[,34862
oP,32429
%4,10145
gr,308231
'',10706
zp,365225
Y[,25862
c0,28733
mk,326210
17,13754
cv,296243
+$,11897
KN,21623
O],22868
q-,32924
)i,122204
/P,13229
L|,227261
DA,19484
nb,32183
aH,28205
5:,14963
-s,134234
;1,16736
8E,15896
=5,17348
WZ,25259
lv,323243
2',14006
J9,21260
)V,11447
};,36566
md,326189
"""$",9197
{<,35969
}i,374204
:F,16499
#G,9602
m4,31745
.*,12815
is,314234
EL,19817
wM,34820
5p,158225
JW,21350
$-,9824
hv,311243
84,15845
5`,15077
AU,18644
/},140264
fg,305198
k[,31262
dT,29141
6H,15305
NU,22544
a-,28124
n-,32024
;?,16778
EQ,19832
V@,24881
+ ,11885
</,17030
V',24806
",$",12197
fw,305246
/ ,13085
k{,320258
~8,36857
",3",12242
Vi,257204
4C,14690
4?,14678
",1",12236
[p,272225
R{,245258
6~,161267
?n,188219
4@,14681
kl,320213
T1,24236
_w,284246
NH,22505
eX,29453
7q,164228
r`,33377
=z,182255
W3,25142
-+,12518
{g,368198
Xp,263225
R=,23672
j=,30872
Y7,25754
h^,30371
 @,8681
Wc,25286
GM,20420
NP,22529
@f,191195
Z<,26069
qT,33041
l*,31415
fJ,29711
F8,20057
dk,299210
S.,23927
\3,26642
<C,17090
{7,35954
3\,14465
>T,17741
!7,8954
IK,21014
Ex,206249
ja,30980
.s,137234
?m,188216
/R,13235
y7,35354
a',28106
 n,95219
:0,16433
gt,308237
Ll,227213
y0,35333
3t,152237
CI,19208
g\,30065
<*,17015
qh,338201
fR,29735
6^,15371
^q,281228
V0,24833
qj,338207
pM,32720
to,347222
6^,15371
tm,347216
}q,374228
sA,33584
rj,341207
.K,12914
ZF,26099
RT,23741
tP,33929
y9,35360
2*,14015
B^,18971
tB,33887
lm,323216
LD,21893
79,15560
1+,13718
}P,36629
(T,11141
V\,24965
p),32612
G1,20336
Ns,233234
#Q,9632
He,215192
P&,23003
]I,27008
eT,29441
<2,17039
#-,9524
)/,11330
dp,299225
iW,30650
Ej,206207
Y/,25730
T8,24257
V*,24815
a^,28271
fB,29687
;',16706
]h,278201
>-,17624
nE,32096
3v,152243
Rk,245210
v},353264
8\,15965
d(,29009
H_,20774
ch,296201
;l,176213
^+,27218
S`,24077
V2,24839
kA,31184
bc,28586
3j,152207
RB,23687
\l,275213
jf,317195
8),15812
>5,17648
X4,25445
b0,28433
jA,30884
PV,23147
Ts,251234
@/,18230
9V,16247
t],33968
Qn,242219
Ql,242213
O0,22733
"""Z",9359
!y,98252
@@,18281
 G,8702
U:,24563
<!,16988
S>,23975
|5,36248
jg,317198
L},227264
"f""",29591
(4,11045
</,17030
3P,14429
>T,17741
rn,341219
la,31580
k0,31133
(},119264
7V,15647
:\,16565
-V,12647
kZ,31259
8H,15905
Ki,224204
Ab,18683
al,290213
sD,33593
"1""",13691
NC,22490
* ,11585
C>,19175
Dg,203198
~Z,36959
|E,36296
-n,134219
|>,36275
uh,350201
l~,323267
*%,11600
d{,299258
+',11906
yS,35438
D},203264
[i,272204
2[,14162
KL,21617
r*,33215
`T,27941
xv,359243
&N,10523
[b,26483
 0,8633
&N,10523
]D,26993
F&,20003
%1,10136
.7,12854
gT,30041
a},290264
Ab,18683
t},347264
Iu,218240
- ,12485
j3,30842
0J,13511
"I,",20921
>^,17771
2),14012
MF,22199
{?,35978
#L,9617
vn,353219
Oh,236201
9w,170246
0Q,13532
i{,314258
Rr,245231
g>,29975
Wj,260207
_h,284201
~@,36881
(Z,11159
Lg,227198
DE,19496
Rh,245201
Sa,24080
"h,",30221
jP,30929
r~,341267
-t,134237
/&,13103
"""|",101261
9C,16190
P0,23033
EG,19802
RE,23696
GY,20456
qZ,33059
{$,35897
mh,326201
.|,137261
7K,15614
zS,35738
M`,22277
d(,29009
y9,35360
UR,24635
d[,29162
Gd,212189
xP,35129
<Z,17159
iy,314252
JN,21323
{a,36080
5x,158249
^],27368
ek,302210
^x,281249
mr,326231
2v,149243
_A,27584
zF,35699
.c,12986
r5,33248
Xu,263240
qx,338249
Gu,212240
; ,16685
l*,31415
/{,140258
Yz,266255
Fc,20186
$y,107252
IZ,21059
"v""",34391
Rc,23786
+h,128201
kN,31223
)L,11417
8),15812
v3,34442
2z,149255
Xy,263252
Xl,263213
'E,10796
ae,290192
 #,8594
)G,11402
E7,19754
I=,20972
lx,323249
47,14654
_*,27515
vO,34526
c),28712
f5,29648
Pk,239210
>9,17660
bf,293195
Qa,23480
Hl,215213
wW,34850
O!,22688
A},194264
|<,36269
XD,25493
bB,28487
cQ,28832
gL,30017
!Q,9032
!/,8930
X\,25565
/r,140231
8*,15815
%p,110225
bg,293198
vl,353213
xz,359255
"""C",9290
kn,320219
r0,33233
<),17012
(i,119204
lP,31529
`%,27800
DO,19526
j^,30971
A4,18545
OF,22799
Jd,221189
Sq,248228
jO,30926
/3,13142
S(,23909
!c,9086
P\,23165
2A,14084
JK,21314
P],23168
LV,21947
S),23912
&h,113201
[a,26480
8c,15986
V},257264
E5,19748
#4,9545
V_,24974
P),23012
4-,14624
"f,",29621
s9,33560
uT,34241
Mf,230195
~C,36890
TO,24326
jc,30986
SP,24029
FY,20156
1~,146267
Al,194213
Uq,254228
HB,20687
=+,17318
8Z,15959
-],12668
nY,32156
K$,21497
CC,19190
Y\,25865
LI,21908
K$,21497
",P",12329
|3,36242
%B,10187
D[,19562
@s,191234
""")",9212
1i,146204
@r,191231
L7,21854
{F,35999
u},350264
7[,15662
v#,34394
yF,35399
wT,34841
Nh,233201
Yd,266189
&J,10511
tD,33893
*V,11747
nQ,32132
`4,27845
x6,35051
e',29306
a3,28142
w9,34760
",C",12290
sU,33644
F=,20072
",}",131264
6C,15290
^O,27326
+ ,11885
Xu,263240
QW,23450
Ew,206246
*c,11786
L!,21788
5&,14903
"1""",13691
m3,31742
u~,350267
<k,179210
yO,35426
 M,8720
#U,9644
E\,19865
Qu,242240
RF,23699
6B,15287
$ ,9785
dX,29153
.1,12836
9u,170240
LL,21917
ZC,26090
AE,18596
a~,290267
RN,23723
a^,28271
)h,122201
}[,36662
S[,24062
#/,9530
=G,17402
eT,29441
lG,31502
SR,24035
G$,20297
9a,16280
@3,18242
S2,23939
p ,32585
"f,",29621
Yh,266201
os,332234
p/,32630
:b,16583
(],11168
uo,350222
Ce,200192
xI,35108
7%,15500
=N,17423
Nk,233210
_^,27671
"e""",29291
vA,34484
?f,188195
Um,254216
 Z,8759
V`,24977
"T,",24221
V_,24974
=8,17357
~1,36836
C[,19262
Z#,25994
Jz,221255
^y,281252
"3,",14321
F!,19988
_H,27605
6M,15320
1J,13811
Gi,212204
M-,22124
wX,34853
v<,34469
q~,338267
",@",12281
"""v",101243
xD,35093
FZ,20159
h$,30197
"""+",9218
OH,22805
s-,33524
c1,28736
&i,113204
I>,20975
;#,16694
7C,15590
h),30212
[q,272228
n(,32009
;H,16805
WG,25202
".,",12821
X_,25574
x|,359261
8y,167252
Lc,21986
#_,9674
J1,21236
)`,11477
qR,33035
I:,20963
b1,28436
Rn,245219
nU,32144
cG,28802
UK,24614
b%,28400
cp,296225
Gg,212198
"z,",35621
ff,305195
=T,17441
Js,221234
IZ,21059
+4,11945
 5,8648
D},203264
T),24212
Vz,257255
6y,161252
?J,18011
p1,32636
R%,23600
*D,11693
V.,24827
V0,24833
cw,296246
\N,26723
=.,17327
qj,338207
c+,28718
bu,293240
:J,16511
[',26306
s`,33677
0P,13529
yb,35483
n:,32063
W*,25115
d2,29039
tR,33935
/R,13235
D9,19460
<$,16997
-N,12623
Fb,20183
",t",131237
hN,30323
<_,17174
8?,15878
s\,33665
[o,272222
GS,20438
#!,9488
<$,16997
|I,36308
b3,28442
Tx,251249
41,14636
W7,25154
<;,17066
s?,33578
4J,14711
+%,11900
ZG,26102
Af,194195
w8,34757
?T,18041
S4,23945
<g,179198
KU,21644
Zj,269207
7Q,15632
KN,21623
.z,137255
cS,28838
j],30968
Mc,22286
|N,36323
p\,32765
B!,18788
\Z,26759
{|,368261
Sl,248213
.p,137225
[#,26294
SG,24002
8h,167201
""".",9227
]c,27086
VN,24923
o^,32471
kp,320225
!<,8969
!u,98240
G+,20318
S$,23897
{$,35897
42,14639
t?,33878
k?,31178
oH,32405
b;,28466
\1,26636
=r,182231
A%,18500
#W,9650
ci,296204
``,27977
J',21206
Gs,212234
tL,33917
+=,11972
LP,21929
)-,11324
6k,161210
NM,22520
{),35912
*>,11675
jr,317231
@K,18314
OS,22838
rx,341249
*e,125192
WQ,25232
_E,27596
%c,10286
ip,314225
j8,30857
|],36368
Nz,233255
]u,278240
jq,317228
4O,14726
8z,167255
'.,10727
"f,",29621
Ks,224234
~Z,36959
DW,19550
mO,31826
|1,36236
$U,9944
~:,36863
'K,10814
1G,13802
Ic,21086
A(,18509
'U,10844
8n,167219
4},155264
j(,30809
Y.,25727
18,13757
SQ,24032
h`,30377
D~,203267
L(,21809
72,15539
$X,9953
^y,281252
{(,35909
~Q,36932
:`,16577
}B,36587
3K,14414
J^,21371
^(,27209
eH,29405
Nn,233219
[),26312
%3,10142
P_,23174
Nx,233249
`G,27902
C<,19169
1z,146255
hL,30317
O/,22730
29,14060
[x,272249
K_,21674
MU,22244
PZ,23159
A&,18503
#\,9665
)t,122237
ZX,26153
.%,12800
%k,110210
G4,20345
&E,10496
h_,30374
_&,27503
M/,22130
kw,320246
.@,12881
'3,10742
 i,95204
YI,25808
*o,125222
I-,20924
Ai,194204
x%,35000
G\,20465
pX,32753
!d,98189
"n,",32021
yf,362195
"f,",29621
iB,30587
tG,33902
Kz,224255
hB,30287
",+",12218
*M,11720
0E,13496
\|,275261
ci,296204
1l,146213
=H,17405
IM,21020
6+,15218
F7,20054
25,14048
9C,16190
y~,362267
zP,35729
m5,31748
xT,35141
Jf,221195
F!,19988
z',35606
kB,31187
KX,21653
%o,110222
px,335249
[;,26366
vv,353243
v(,34409
'#,10694
vL,34517
_2,27539
i$,30497
gK,30014
@y,191252
",f",131195
VT,24941
gU,30044
v4,34445
U3,24542
)1,11336
eT,29441
b~,293267
<K,17114
@p,191225
Gy,212252
Jx,221249
xC,35090
"W""",25091
v>,34475
IX,21053
uf,350195
80,15833
 n,95219
~E,36896
ZV,26147
9n,170219
3f,152195
o:,32363
~d,377189
4I,14708
L{,227258
<m,179216
Yg,266198
7F,15599
",)",12212
@#,18194
-K,12614
21,14036
?w,188246
g^,30071
nF,32099
3:,14363
JE,21296
OQ,22832
Or,236231
}P,36629
e),29312
2j,149207
K`,21677
I7,20954
2|,149261
%1,10136
0:,13463
TJ,24311
`M,27920
x/,35030
#T,9641
1@,13781
G6,20351
SS,24038
#h,104201
if,314195
M[,22262
]I,27008
wc,34886
RK,23714
E*,19715
7x,164249
hg,311198
v#,34394
pZ,32759
}o,374222
}W,36650
h-,30224
P-,23024
i>,30575
/&,13103
yw,362246
$d,107189
)*,11315
:x,173249
m(,31709
c6,28751
]X,27053
Sy,248252
n.,32027
H#,20594
/5,13148
X0,25433
f.,29627
oy,332252
/K,13214
X1,25436
y(,35309
7q,164228
05,13448
 |,95261
72,15539
$p,107225
kj,320207
UX,24653
"f,",29621
>S,17738
Qq,242228
ZR,26135
Sp,248225
9x,170249
"Q,",23321
6u,161240
|q,371228
wc,34886
3Y,14456
'#,10694
<T,17141
L ,21785
|g,371198
im,314216
\B,26687
gk,308210
&B,10487
"""6",9251
HR,20735
l.,31427
V),24812
6u,161240
wi,356204
s;,33566
F7,20054
7$,15497
H),20612
(C,11090
Lb,21983
i4,30545
jl,317213
]U,27044
m$,31697
QA,23384
08,13457
8J,15911
3j,152207
"q,",32921
kX,31253
%:,10163
GH,20405
5m,158216
15,13748
x>,35075
F9,20060
**,11615
hr,311231
I$,20897
St,248237
",s",131234
a8,28157
:P,16529
;3,16742
mG,31802
?5,17948
Tp,251225
p&,32603
&5,10448
sA,33584
4.,14627
?B,17987
;@,16781
PE,23096
0u,143240
!H,9005
|Z,36359
=(,17309
N4,22445
b[,28562
I\,21065
A5,18548
D?,19478
Nx,233249
+9,11960
_@,27581
E[,19862
Dj,203207
"7,",15521
v},353264
$Q,9932
N-,22424
8Q,15932
/],13268
)~,122267
P9,23060
]Q,27032
hj,311207
/k,140210
/1,13136
$c,9986
"^,",27221
Cr,200231
7O,15626
&3,10442
7f,164195
Lv,227243
q],33068
J!,21188
YP,25829
aD,28193
hq,311228
Qx,242249
~2,36839
6i,161204
#Z,9659
bK,28514
3),14312
>P,17729
)J,11411
"""'",9206
}=,36572
{;,35966
w=,34772
9s,170234
($,10997
e5,29348
Hi,215204
\ ,26585
|%,36200
bC,28490
c-,28724
XR,25535
.t,137237
Pm,239216
Wh,260201
t6,33851
+f,128195
5A,14984
t0,33833
#N,9623
:n,173219
q3,32942
uf,350195
Cv,200243
"c,",28721
}H,36605
aO,28226
+>,11975
0@,13481
~8,36857
m!,31688
(',11006
&],10568
/y,140252
[l,272213
9[,16262
y3,35342
46,14651
UM,24620
nW,32150
%F,10199
m:,31763
$B,9887
7$,15497
/J,13211
Md,230189
CU,19244
K),21512
p?,32678
3),14312
~<,36869
rP,33329
>K,17714
&J,10511
Gh,212201
Q>,23375
Z3,26042
00,13433
y{,362258
.4,12845
Wk,260210
(#,10994
{o,368222
XM,25520
|u,371240
m0,31733
{|,368261
"-""",12491
0z,143255
Gr,212231
IZ,21059
~e,377192
7B,15587
}$,36497
*<,11669
-z,134255
Dj,203207
)n,122219
U.,24527
Vf,257195
P;,23066
B3,18842
ao,290222
v~,353267
UE,24596
.s,137234
:6,16451
3[,14462
u{,350258
k ,31085
JK,21314
O>,22775
CY,19256
f+,29618
FV,20147
lI,31508
p-,32624
{j,368207
Jc,21386
R7,23654
HT,20741
]b,27083
;Q,16832
p.,32627
p@,32681
xj,359207
6j,161207
$o,107222
-5,12548
",k",131210
G8,20357
bv,293243
31,14336
b3,28442
Z~,269267
",Z",12359
B&,18803
dh,299201
J_,21374
Db,19583
YN,25823
R(,23609
7&,15503
& ,10385
Mo,230222
Ta,24380
/~,140267
\o,275222
#r,104231
Iz,218255
MN,22223
`$,27797
3S,14438
Lb,21983
sk,344210
!1,8936
VA,24884
p%,32600
';,10766
^U,27344
[7,26354
w?,34778
}f,374195
/O,13226
1m,146216
\;,26666
dW,29150
",j",131207
Fp,209225
k=,31172
/$,13097
d<,29069
2Y,14156
q\,33065
[3,26342
JO,21326
=s,182234
tK,33914
"""p",101225
m),31712
;o,176222
j4,30845
io,314222
6?,15278
<=,17072
yR,35435
K*,21515
!|,98261
1B,13787
 +,8618
B5,18848
oA,32384
C0,19133
88,15857
zk,365210
BC,18890
W>,25175
\V,26747
&H,10505
",P",12329
Fw,209246
M?,22178
y1,35336
+q,128228
-},134264
@C,18290
S&,23903
|t,371237
qS,33038
aA,28184
/-,13124
D7,19454
Q&,23303
&l,113213
*2,11639
p^,32771
3:,14363
zK,35714
&+,10418
1],13868
Ed,206189
'2,10739
3{,152258
;-,16724
Vj,257207
A^,18671
8+,15818
]>,26975
Nn,233219
+3,11942
W&,25103
$q,107228
8{,167258
+A,11984
Nu,233240
sZ,33659
&t,113237
xo,359222
]A,26984
5(,14909
*I,11708
-y,134252
q~,338267
$F,9899
u|,350261
O~,236267
7Z,15659
j},317264
w/,34730
d_,29174
'd,116189
i),30512
qL,33017
X#,25394
Hi,215204
9r,170231
r[,33362
_/,27530
E`,19877
6~,161267
[-,26324
Uu,254240
.H,12905
kH,31205
D/,19430
s^,33671
R`,23777
p>,32675
 v,95243
x ,34985
j.,30827
xT,35141
wj,356207
o9,32360
zy,365252
"U""",24491
XE,25496
B#,18794
{w,368246
G{,212258
3e,152192
u7,34154
j2,30839
uj,350207
Eo,206222
[ ,26285
.Q,12932
FG,20102
fD,29693
"K""",21491
"""f",101195
\s,275234
eL,29417
g},308264
q\,33065
QN,23423
fs,305234
d|,299261
QT,23441
M9,22160
(i,119204
bL,28517
e=,29372
+(,11909
?l,188213
k#,31094
2j,149207
du,299240
K-,21524
Qh,242201
0O,13526
@Z,18359
"Q,",23321
6U,15344
L;,21866
|1,36236
@$,18197
A%,18500
|3,36242
*f,125195
Q:,23363
> ,17585
iM,30620
lB,31487
F3,20042
.w,137246
Sz,248255
I3,20942
Y+,25718
'^,10871
56,14951
-),12512
#S,9638
ya,35480
O$,22697
1*,13715
UJ,24611
wr,356231
tL,33917
Ix,218249
%/,10130
Zm,269216
pv,335243
)q,122228
Eh,206201
<.,17027
#v,104243
g2,29939
FE,20096
g;,29966
$i,107204
eS,29438
",a",12380
%n,110219
86,15851
ZF,26099
N!,22388
<F,17099
~~,377267
)d,122189
6',15206
P ,22985
#!,9488
$<,9869
 ',8606
Eh,206201
-~,134267
8{,167258
VX,24953
p<,32669
/|,140261
<~,179267
oi,332204
 #,8594
XN,25523
Mi,230204
+Q,12032
^i,281204
Vg,257198
<9,17060
Vs,257234
s%,33500
mn,326219
o;,32366
8X,15953
9L,16217
x%,35000
R{,245258
Zj,269207
M&,22103
(9,11060
RN,23723
",s",131234
NZ,22559
X#,25394
_d,284189
=q,182228
t-,33824
O~,236267
8d,167189
no,329222
du,299240
O(,22709
dw,299246
%7,10154
Ew,206246
d ,28985
UB,24587
!:,8963
)T,11441
o;,32366
a4,28145
{l,368213
to,347222
`-,27824
Qa,23480
-=,12572
/O,13226
",6",12251
DG,19502
?i,188204
-3,12542
EC,19790
O|,236261
jF,30899
XK,25514
LX,21953
U2,24539
l9,31460
;U,16844
-$,12497
JM,21320
|;,36266
IY,21056
:v,173243
Q6,23351
td,347189
-b,12683
Ms,230234
ZR,26135
C],19268
un,350219
#a,9680
U+,24518
$8,9857
wX,34853
@+,18218
(/,11030
s^,33671
Dy,203252
t#,33794
$L,9917
}8,36557
'n,116219
{A,35984
v`,34577
kD,31193
Ya,25880
aT,28241
 K,8714
LV,21947
`G,27902
a%,28100
H-,20624
hY,30356
L],21968
/i,140204
4i,155204
\_,26774
Na,22580
T?,24278
}i,374204
d},299264
Z7,26054
}d,374189
)U,11444
@L,18317
DK,19514
9-,16124
3-,14324
+V,12047
t2,33839
:Z,16559
W`,25277
[<,26369
a[,28262
Cz,200255
`f,287195
W[,25262
B2,18839
[>,26375
'b,10883
iF,30599
z:,35663
*\,11765
Ew,206246
U5,24548
"""$",9197
sF,33599
0;,13466
c$,28697
uu,350240
x6,35051
1y,146252
|`,36377
1i,146204
T@,24281
ct,296237
ur,350231
fd,305189
Fb,20183
g5,29948
 J,8711
RY,23756
"+""",11891
L@,21881
r5,33248
G#,20294
mH,31805
p^,32771
68,15257
pT,32741
Bn,197219
8G,15902
}m,374216
7;,15566
DK,19514
^j,281207
*[,11762
'B,10787
)e,122192
#h,104201
ul,350213
"?""",17891
",;",12266
3J,14411
[3,26342
</,17030
BE,18896
Hy,215252
",i",131204
eW,29450
*u,125240
vS,34538
o],32468
F`,20177
 [,8762
Tr,251231
Fw,209246
Z\,26165
C1,19136
m*,31715
eW,29450
",6",12251
T&,24203
3<,14369
z&,35603
v3,34442
Vt,257237
Or,236231
em,302216
8`,15977
< ,16985
*T,11741
AZ,18659
kU,31244
sP,33629
vg,353198
.(,12809
 ',8606
c9,28760
ba,28580
pw,335246
Rq,245228
:z,173255
-i,134204
;~,176267
jD,30893
wy,356252
kX,31253
^T,27341
7-,15524
`2,27839
9A,16184
Aq,194228
j=,30872
ei,302204
er,302231
ZP,26129
V{,257258
fy,305252
r^,33371
&Q,10532
1>,13775
"N""",22391
T],24368
!K,9014
r;,33266
!5,8948
Vx,257249
J7,21254
>G,17702
\B,26687
.>,12875
<Z,17159
yl,362213
/%,13100
iO,30626
*(,11609
2',14006
+a,12080
]*,26915
6k,161210
O^,22871
?Y,18056
SE,23996
|i,371204
L3,21842
HR,20735
K{,224258
cY,28856
]C,26990
]<,26969
?O,18026
en,302219
<X,17153
5P,15029
|),36212
;5,16748
s>,33575
tp,347225
Xs,263234
Om,236216
6N,15323
+N,12023
`q,287228
\X,26753
@r,191231
A=,18572
$H,9905
`N,27923
}f,374195
]9,26960
^.,27227
?7,17954
'd,116189
'D,10793
L@,21881
q\,33065
iq,314228
5:,14963
Q1,23336
Rp,245225
Ij,218207
Ge,212192
{&,35903
"^""",27191
OF,22799
M=,22172
jR,30935
'V,10847
?c,18086
:j,173207
S_,24074
*8,11657
9|,170261
*_,11774
T1,24236
ro,341222
&A,10484
p3,32642
ot,332237
OZ,22859
%y,110252
F_,20174
[y,272252
^E,27296
Jl,221213
-g,134198
/5,13148
rE,33296
}j,374207
HC,20690
'],10868
c!,28688
{1,35936
7q,164228
I8,20957
 _,8774
%*,10115
pu,335240
i$,30497
[2,26339
xz,359255
@B,18287
bg,293198
P8,23057
=W,17450
EZ,19859
ud,350189
3.,14327
(@,11081
RJ,23711
Gf,212195
0t,143237
10,13733
&],10568
dm,299216
Z3,26042
M;,22166
.W,12950
8L,15917
WJ,25211
&.,10427
Pf,239195
HF,20699
m;,31766
Oj,236207
[J,26411
I^,21071
a%,28100
l_,31574
9?,16178
'>,10775
Gf,212195
Ua,24680
",-",12224
NG,22502
5R,15035
@r,191231
iO,30626
A@,18581
&^,10571
UX,24653
 p,95225
#x,104249
1j,146207
MY,22256
Z[,26162
Y},266264
:A,16484
?C,17990
)j,122207
6l,161213
@Y,18356
O],22868
O^,22871
GZ,20459
Q',23306
oE,32396
B5,18848
rV,33347
~P,36929
]},278264
Z5,26048
+i,128204
Fe,209192
Ta,24380
zQ,35732
Q<,23369
IG,21002
Og,236198
?-,17924
Ao,194222
*},125264
R',23606
'U,10844
=A,17384
\',26606
``,27977
YG,25802
i`,30677
8H,15905
Vz,257255
l8,31457
JZ,21359
F},209264
AE,18596
_!,27488
0c,13586
&l,113213
N$,22397
c>,28775
*#,11594
=5,17348
Vz,257255
K[,21662
^1,27236
o',32306
7m,164216
Ly,227252
E^,19871
#p,104225
1+,13718
`&,27803
;},176264
4i,155204
7*,15515
<%,17000
%z,110255
i>,30575
j=,30872
y{,362258
3n,152219
}[,36662
1Q,13832
8~,167267
H},215264
-p,134225
/-,13124
0],13568
x*,35015
F ,19985
'6,10751
_~,284267
G$,20297
lY,31556
d?,29078
j<,30869
(v,119243
71,15536
CA,19184
rg,341198
*K,11714
v2,34439
=3,17342
$W,9950
J#,21194
ID,20993
Y#,25694
@{,191258
06,13451
12,13739
5&,14903
4G,14702
*b,11783
tK,33914
*&,11603
4^,14771
89,15860
S1,23936
Hm,215216
^O,27326
E=,19772
